Game Name;Release Name;Package Name;Version Code;Last Updated;Size (MB)
Wonderglade ;Wonderglade v110140462+1.10.140462 -FFA;com.resolutiongames.wondergladesantacruz;110140462;2022-02-19 11:41 UTC;391
Deus Ex Machina Episode 1 ;Deus Ex Machina Episode 1 v5+1.5 -QU;com.Looksten.DEM_Q_Ep100;5;2021-10-10 03:45 UTC;1372
Barbershop Simulator ;Barbershop Simulator v1+0.1 -VRP;com.MKaram.TheBarberVR;1;2021-11-16 13:39 UTC;439
Pig Dissection ;Pig Dissection v1+1.0 -unknown;com.VictoryXR.PigDissection;1;2021-06-05 09:51 UTC;1083
Doom3Quest ;Doom3Quest v25+1.2.1 -DrBeef;com.drbeef.doom3quest;25;2021-07-20 07:39 UTC;3557
Rush ;Rush v286+1.2.3 -FFA;com.nextgenreality.rush;286;2021-12-22 20:49 UTC;658
Totally Baseball ;Totally Baseball v5668+2.5668 -FFA;com.viewerready.totallybaseball;5668;2022-11-23 01:31 UTC;1038
House of the Butcher ;House of the Butcher v1+1 -FFA;com.RaptorsReality.Butcher;1;2022-08-27 22:20 UTC;742
Ancient Dungeon ;Ancient Dungeon v97+ea0.1.3.2 -FFA;de.erthu.ancientdungeonfull;97;2022-10-29 07:18 UTC;199
Yuki ;Yuki v243+1.2.6.243 -FFA;com.Arvore.Yuki;243;2021-10-15 10:48 UTC;929
Big Bat VR ;Big Bat VR v4+1.0 -FFA;com.AVRspot.BigBatVR;4;2022-02-20 05:07 UTC;294
Cosmic Storm Attack ;Cosmic Storm Attack v20+0.40 -FFA;com.LostErrorStudios.CosmicStorm;20;2022-06-25 11:28 UTC;164
Wolf and Pigs - Out for Vengeance ;Wolf and Pigs - Out for Vengeance v15+0.1 -FFA;com.visuallight.wolfandpigs;15;2021-10-15 19:01 UTC;251
I Expect You To Die 2 ;I Expect You To Die 2 v171176+1.0.0.171176 -VRP;com.schellgames.ieytd2;171176;2021-09-09 22:49 UTC;654
Realms of Eternity ;Realms of Eternity v11+0.6.4 AppLab -VRP;com.VRKemono.RealmsofEternity;11;2021-08-28 06:18 UTC;563
GunSpinning VR ;GunSpinning VR v1+2.0 -unknown;net.demonixis.gunspinningvr;1;2021-06-05 08:30 UTC;228
Alienation ;Alienation v23+1.293 -QU;com.fiftyonealiens.alienationgame;23;2021-06-05 13:33 UTC;229
Cybrix ;Cybrix v21+0.9.16 -FFA;com.holonautic.cybrix;21;2022-01-15 05:01 UTC;501
Cook-Out ;Cook-Out v112169432+1.12.169432 -FFA;com.resolutiongames.cookinggame;112169432;2022-08-26 02:44 UTC;657
Gloomy Eyes Development OBB ;Gloomy Eyes Development OBB v32+32 -FFA;com.gloomy.gloomy_development_obb;32;2022-11-24 17:33 UTC;2675
Symphony of Stars ;Symphony of Stars v193+1.93 -ITCH;com.OnlyHuman.Ensign2vr;193;2021-10-12 08:51 UTC;526
The Island Odyssey! Hi Spec ;The Island Odyssey! Hi Spec v1207+1.2.0.7 -unknown;com.VRGameStudio.TheIsland;1207;2021-06-05 11:42 UTC;65
.Quest2 System Settings;.Quest2 System Settings;Settings.OculusQuest2;1;2021-04-25 01:47 UTC;1
Gun Club VR ;Gun Club VR v331+2.2.93.125 -FFA;com.nextgenreality.GunClubVR;331;2022-10-25 09:36 UTC;2896
The Tale of Onogoro ;The Tale of Onogoro v246+1.1.0093 -FFA;jp.co.amata.nvr;246;2022-10-19 11:37 UTC;8653
Aria ;Aria v10+1.2 -FFA;com.BlueRibbon.Aria;10;2022-02-19 18:41 UTC;540
Mr. Scribbles ;Mr. Scribbles v1+0.1 -unknown;com.oculus.mrscribbles;1;2021-06-05 09:12 UTC;207
VRKarts Sprint ;VRKarts Sprint v28+1.18 -QU;com.viewpointgames.vrkarts_sprint_quest;28;2021-06-05 12:34 UTC;268
Pops ;Pops v50+1.0z -FFA;com.MicrobeGames.Pops;50;2022-07-10 13:42 UTC;111
Yupitergrad ;Yupitergrad v45+2.5.0 -FFA;com.Gamedust.Yupitergrad;45;2022-01-18 13:43 UTC;1093
Rez Infinite ;Rez Infinite v41+41.0 -unknown;com.enhanceexperience.rezquest;41;2021-06-05 10:24 UTC;590
QuakeQuest ;QuakeQuest v20+1.4.11 -DrBeef;com.drbeef.quakequest;18;2022-02-01 03:18 UTC;359
Tank Hunter VR VRmoo.cn ;Tank Hunter VR VRmoo.cn v7+0.7 -FFA;com.YXG.TankHunter;7;2022-09-08 01:10 UTC;609
cubism ;cubism v234+1.6.1 -FFA;com.tvb.cubism;234;2022-10-26 23:33 UTC;111
Balloon Gunner ;Balloon Gunner v117+1.8.8 -ITCH;com.bobw.balloon.appovr;117;2021-10-10 06:12 UTC;12
VFC ;VFC v41+30 -FFA;com.LuoLin.vfc_normal;41;2022-10-18 14:33 UTC;613
Transcend XR ;Transcend XR v19+1.5 -FFA;com.transcendxr.transcendxr;19;2022-05-30 19:41 UTC;107
Gloomy Eyes ;Gloomy Eyes v40+40 -VRP;com.arte.gloomy_eyes;40;2021-09-03 16:41 UTC;2682
VR Ping Pong Pro ;VR Ping Pong Pro v31+2.1 -FFA;com.mergegames.vrppp;31;2022-08-25 19:43 UTC;1684
Myst ;Myst v689+1.8.3 -FFA;com.CyanWorlds.Myst;689;2022-11-26 10:32 UTC;5521
Vehicular Rampage ;Vehicular Rampage v1+0.31 -FFA;com.TabGames.VehicularRampage;1;2022-10-25 22:07 UTC;60
Handpan VR ;Handpan VR v382+0.1 -FFA;com.OburGames.HandpanMaster;382;2022-08-02 22:13 UTC;367
FingerGun ;FingerGun v38+r1.2.2 -FFA;com.MiruStudio.FingerGun;38;2022-11-18 18:31 UTC;499
Area Man Lives ;Area Man Lives v194+1.2.4 -FFA;com.cyanventures.AreaManLives;194;2022-08-29 02:41 UTC;461
WindWind ;WindWind v66+1.1 -FFA;com.ELIOT.WindWind;66;2022-06-29 18:48 UTC;3082
Lambda1VR ;Lambda1VR v29+1.5.1 -FFA;com.drbeef.lambda1vr;29;2022-11-05 20:33 UTC;88
Dungeon Train ;Dungeon Train v1+0.13.19 -unknown;com.brennanhatton.dungeontrain;1;2021-06-05 07:29 UTC;134
SELENA VR ;SELENA VR v1+1.0 -FFA;com.ResilienceInc.SELENAVR;1;2022-08-20 05:10 UTC;158
MultiBrush ;MultiBrush v123+0.123b-release -FFA;com.rendever.multibrush;123;2022-04-08 11:34 UTC;245
SETVR ;SETVR v37+1.61 -QU;com.DVNCTech.SETVR;37;2021-06-05 10:36 UTC;833
VRtuos Pro ;VRtuos Pro v1+2.0.3 -unknown;com.PavelMarceluch.VRtuosPro;1;2021-06-05 12:34 UTC;74
Molecule Builder ;Molecule Builder v5+1.0.447 -QU;com.Xennial.Molecules;5;2021-06-21 14:28 UTC;158
VERTI-GO HOME ;VERTI-GO HOME v10+1.8 -FFA;com.truckervr.games.vertigohome;10;2022-11-07 16:49 UTC;47
GolfPoolVR ;GolfPoolVR v20+2 -FFA;com.FrozenDreams.golfpoolvr;20;2022-06-28 09:45 UTC;743
VRflow Airbus A320 ;VRflow Airbus A320 v9+1.04 -FFA;com.VRpilot.VRflow.AirbusA320;9;2022-02-22 03:53 UTC;461
Hatsune Miku VR ;Hatsune Miku VR v10+3.01 -QU (with DLC);jp.co.crypton.mikuvrq;10;2021-06-05 08:33 UTC;1032
Firedrake Crypts Of The Golem King ;Firedrake Crypts Of The Golem King v18+18 -FFA;com.huesgfx.cogkq;18;2021-10-12 09:43 UTC;941
Blokz ;Blokz v32+0.1.32 -FFA;com.Rezzil.Blokz;32;2022-11-07 22:32 UTC;313
Hand Spell ;Hand Spell v1+1.00 -FFA;com.kosmiq.handspell;1;2021-10-18 04:35 UTC;158
Disc Benders - Ace Run ;Disc Benders - Ace Run v14+1.3.32 -FFA;com.FreeFallStudios.DiscBenders;14;2021-12-21 16:41 UTC;568
Jupiter And Mars ;Jupiter And Mars v82+1.42 -FFA;com.AndreElijah.JupiterAndMars;82;2022-08-28 22:33 UTC;2809
ORKANA CONFLICT VR VRmoo.cn ;ORKANA CONFLICT VR VRmoo.cn v21+1.0 -FFA;com.ROCKAKGAMES.ORKANACONFLICT;21;2022-09-23 06:11 UTC;2546
Descending ;Descending v5+1.62 -QU;com.DungeonGames.Descending;5;2021-06-05 07:15 UTC;784
Pub Darts ;Pub Darts v200002+1.0 -QU;com.Ardooly.PubDarts;200002;2021-06-05 09:57 UTC;106
Glider Sim ;Glider Sim v34+1.5.8 -FFA;com.FiveDRealities.GliderSim;34;2022-06-26 11:42 UTC;810
Phantom - Covert Ops ;Phantom - Covert Ops v49563+1.1 -QU;com.nDreams.PhantomQuest;49563;2021-06-05 09:46 UTC;3378
Modulia Studio ;Modulia Studio v6+1.0.5 -FFA;com.TheremixTech.ModuliaStudio;6;2021-10-19 08:52 UTC;355
Medieval Designer ;Medieval Designer v10+0.0.9.980 -QU;com.BigTopGameStudio.BTGSMedievalDesigner;19;2021-10-10 05:50 UTC;2713
Fear Within ;Fear Within v2+2.0 -FFA;com.SAAPDigital.FearWithin;2;2022-03-07 03:53 UTC;1581
Jam Studio VR ;Jam Studio VR v47+1.0.47 -QU;com.beamz.vr.oculus.quest;47;2021-10-23 17:53 UTC;1773
Oxygen Dreams ;Oxygen Dreams v37+1.01 -VRP;com.Fguillotine.OxygenDreamsQuest;37;2021-09-08 23:46 UTC;79
Boulepetanque ;Boulepetanque v445+1.3.1 -FFA;com.KaiKramhoeft.Boulepetanque;445;2022-08-05 10:41 UTC;146
Quake3Quest;Quake3Quest v4+1.0.0 -DrBeef;com.drbeef.ioq3quest;4;2022-08-05 10:41 UTC;537
Brisk Square ;Brisk Square v33+0.850 -FFA;com.outerlynx.brisksquare.game;33;2022-11-06 03:31 UTC;1068
HeroBound 2 ;HeroBound 2 v8+1.5.1 -unknown;com.oculus.herobound2;8;2021-06-05 08:35 UTC;348
Donkey Kong VR ;Donkey Kong VR v2+2 -FFA;com.OwlStudioGames.DonkeyKongVR;2;2022-08-29 18:15 UTC;227
The Last Clockwinder ;The Last Clockwinder v1796219677+1.14 -FFA;com.asg.clockworkdev;1796219677;2022-09-08 23:42 UTC;1709
Cat Dissection ;Cat Dissection v1+1.0 -unknown;com.VictoryXR.CatDissection;1;2021-06-05 05:49 UTC;1286
MasterBuilder ;MasterBuilder v11+0.9.6 -FFA;com.MediaUp.MasterBuilder;11;2022-06-29 15:52 UTC;143
Half-Life 1 VR ;Half-Life 1 VR v27+1.4.9 -DrBeef;com.drbeef.lambda1vr;27;2021-09-16 00:54 UTC;692
The Walking Dead - Saints & Sinners ;The Walking Dead - Saints & Sinners v21897700+218977 -FFA;com.SDI.TWD;21897700;2022-07-24 05:42 UTC;6804
BasketBall Game ;BasketBall Game v8+1.8 -FFA;com.VrGameStudio.BasketBallGame;8;2022-10-19 19:01 UTC;131
Pangeon VR ;Pangeon VR v2+1.0 -FFA;com.UltimateVR.Pangeon;2;2022-09-04 19:46 UTC;530
Throwing Punches ;Throwing Punches v137+1.9.37 -FFA;com.KrzysztofWrona.ThrowingPunches;137;2022-04-11 01:43 UTC;986
Nikakudori ;Nikakudori v3+1.0.0 -QU;jp.co.dazzlesystem.nikakudoriVR;3;2021-06-10 21:57 UTC;189
Tilt Brush ;Tilt Brush v141+23.2-28f36f08b -QU;com.google.tiltbrush;141;2021-06-05 12:13 UTC;123
Secret of Harrow Manor ;Secret of Harrow Manor v178+2.78 -ITCH;com.OnlyHuman.HauntedManorvr;178;2021-10-10 05:51 UTC;1647
Journey to Alien Worlds ;Journey to Alien Worlds v4+1.1 -QU;com.ideographer.jtawq;4;2021-10-10 05:43 UTC;1153
GORN ;GORN v1906+1.2.1906 -FFA;com.freelives.gorn;1906;2021-10-15 02:47 UTC;450
Frenzy VR ;Frenzy VR v39+39 -FFA;com.InnoverseLtd.FrenzyVR;39;2022-04-27 04:11 UTC;548
Fingers - Mini Games ;Fingers - Mini Games v2+2.0 -FFA;com.dedm0zaj.FingersMiniGames;2;2021-12-21 16:42 UTC;181
Tactical Assault VR ;Tactical Assault VR v31+0.6.4.4 -FFA;com.TwistedBarrelGames.TacticalAssaultVR;31;2022-11-23 06:31 UTC;736
ShutteMaze ;ShutteMaze v45+1.41 -FFA;com.AyayuGames.ShuttleMaze;45;2022-07-02 16:41 UTC;248
Bocce Time ;Bocce Time v70+1.22 -FFA;com.DeepDiveInteractive.BocceTime;70;2022-11-10 20:30 UTC;278
War of Wizards ;War of Wizards v21+1.2.0 -FFA;com.arcanemiracle.warofwizards;21;2022-11-23 02:33 UTC;862
Super Mario VR ;Super Mario VR v1+1 -FFA;com.OwlStudioGames.SuperMarioVR;1;2022-08-29 18:15 UTC;206
Spice and Wolf VR 2 ;Spice and Wolf VR 2 v9+1.04 -FFA;com.SpicyTails.SaW;9;2022-08-18 17:43 UTC;474
Battle Arena VR ;Battle Arena VR v460+2.26.460 -FFA;com.DreamTeamMobile.BattleArenaVR;460;2022-11-26 10:35 UTC;582
STRIDE ;STRIDE v445+2.14.41 -FFA;com.JoyWay.Stride;445;2022-11-04 09:33 UTC;3700
Where Thoughts Go ;Where Thoughts Go v38+1.26 -QU;com.feels.WhereThoughtsGo.Quest;38;2021-06-05 13:07 UTC;496
Resist ;Resist v185+1.0.185 -FFA;com.nextgenreality.resist;185;2022-07-21 09:46 UTC;1106
KingOfHell ;KingOfHell v6+0.1.3.2 -FFA;com.mimicland.kingofhell;6;2022-07-11 02:04 UTC;141
Paranormal Detective - Escape From the 80's ;Paranormal Detective - Escape From the 80's v22+2.2 -FFA;com.LunaBeat.Escape80s;22;2021-12-18 19:42 UTC;1428
Disc Ninja ;Disc Ninja v1071+Q.1071 -FFA;com.Immersion.NinjaChallenge;1071;2022-08-14 11:48 UTC;880
Cyber Tennis ;Cyber Tennis v224+1.7.9 -FFA;jp.co.techarts.cybertennis;224;2022-09-17 20:44 UTC;684
Path of the Warrior ;Path of the Warrior v498+21.11.10.358057 -FFA;com.twistedpixelgames.POTW_App;498;2021-11-16 23:36 UTC;1719
Guided Meditation VR Quest ;Guided Meditation VR Quest v201553+1.5.53 -FFA;com.CubicleNinjas.GuidedMeditationVRQuest;201553;2022-11-26 10:31 UTC;7787
Half and Half ;Half and Half v17+1.1.2 -QU;com.normalvr.halfandhalf;17;2021-10-09 08:33 UTC;347
Cueist 2 ;Cueist 2 v10+1.17 -FFA;com.Saitarasoft.new2021poolgame;10;2022-05-06 05:34 UTC;245
Rhythm of the Universe - Ionia ;Rhythm of the Universe - Ionia v11133+23.0 -FFA;com.ROTU.Ionia;11133;2022-06-17 16:49 UTC;3583
Kingspray Graffiti ;Kingspray Graffiti v725+71.5 (b) -QU;com.infectiousape.kingspray;725;2021-06-05 08:48 UTC;1302
Unlimited Bowling ;Unlimited Bowling v19+1.2 -FFA;com.SPSoftwareProductions.UnlimitedBowlingVR;19;2021-10-12 10:54 UTC;244
OPERATION SERPENS ;OPERATION SERPENS v2300000+2.3 -FFA;com.GINRATECH.OPERATIONSERPENS;2300000;2022-03-16 12:42 UTC;725
Pierhead Arcade 2 ;Pierhead Arcade 2 v355+3.0.6 -FFA;com.mechabit.quest.pierheadarcade2;355;2022-05-11 16:44 UTC;499
Titans of Space PLUS ;Titans of Space PLUS v77+1.1.77 -VRP;com.drashvr.titansofspacevr6dof;77;2021-09-18 10:33 UTC;492
Clay Hunt VR ;Clay Hunt VR v198+1.0.2 -FFA;com.shotgungaming.clayhuntvr;198;2022-11-20 02:32 UTC;773
BackyardArchery ;BackyardArchery v209+1.0 -FFA;com.BarebowArchery.Project;209;2022-07-10 02:57 UTC;378
House Of Languages ;House Of Languages v14+3.3.3 -unknown;com.Fox3DGames.HouseOfLanguages;14;2021-06-05 08:36 UTC;150
.Quest1 System Settings;.Quest1 System Settings;de.eye_interactive.atvl.settings;1;2021-04-25 01:47 UTC;1
Mini Motor Racing X ;Mini Motor Racing X v126+1.3.6 -FFA;com.nextgenreality.mmrx;126;2021-12-20 16:42 UTC;1888
Fear Dead House ;Fear Dead House v12+1.01 -FFA;com.quest.tgs.vrghost;12;2022-08-12 14:41 UTC;87
Whirligig VR Media Player ;Whirligig VR Media Player v101+4.92 -FFA;com.Whirligig.Whirligig;101;2022-05-27 22:32 UTC;612
HALLOEINSTEIN ;HALLOEINSTEIN v4+0.1 -FFA;com.MasamiKuroki.HALLO_EINSTEIN;4;2022-02-07 00:50 UTC;84
Light Balance VR for Quest ;Light Balance VR for Quest v10+1.05 -FFA;com.LightBalanceVRQuest.LightBallance_Q;10;2022-04-08 04:14 UTC;1266
Candy Puzzle ;Candy Puzzle v3+1.01 -QU;com.tgs.vr.candy;3;2021-06-10 22:44 UTC;67
Crop Craze ;Crop Craze v132+1.3.2 -FFA;com.PicoPlanetDeveloping.FarmGame;132;2022-08-02 12:41 UTC;65
ThrowAnything ;ThrowAnything v7+1.0 -FFA;com.VisualLight.ThrowAnything_Quest;7;2021-12-17 18:43 UTC;586
Office Escape Rooms ;Office Escape Rooms v3+1 -FFA;com.vikdan.OfficeEscapeRooms;3;2021-10-12 09:57 UTC;221
Antiprism ;Antiprism v6+1.04 -QU;com.ZeroFun.Antiprism;6;2021-10-10 06:09 UTC;722
Carly and the Reaperman ;Carly and the Reaperman v1221124755+1.22.124755 -FFA;com.resolutiongames.catr.ovr.quest;1221124755;2021-10-12 05:51 UTC;372
Warplanes WW1 Fighters ;Warplanes WW1 Fighters v4120+4.1.2 -FFA;com.HomeNetGames.WW1oculus;4120;2022-10-27 23:31 UTC;257
Eolia ;Eolia v11137+27.0 -FFA;com.ROTU.Eolia;11137;2022-09-02 02:15 UTC;3657
Neon Sprint ;Neon Sprint v17+1.0.4 -FFA;com.chesstar.NeonSprint.Quest;17;2021-10-12 09:55 UTC;189
Escape Legacy ;Escape Legacy v37+1.35 -QU;com.StormingTech.EscapeLegacySideQuest;37;2021-06-05 07:46 UTC;627
fiftyonealienstvquest ;fiftyonealienstvquest v6+0.51 -FFA;com.fiftyonealiens.fiftyonealienstvquest;6;2022-07-01 10:41 UTC;338
Drop Dead Dual Strike ;Drop Dead Dual Strike v1732281126+1.5.0 -FFA;com.PixelToys.DropDead;1732281126;2022-11-07 18:33 UTC;948
Sledge Destruction Simulator VR ;Sledge Destruction Simulator VR v1+0.1 -FFA;com.VirtualGoLLC.SledgeDestructionSimulatorVR;1;2022-02-24 22:45 UTC;741
Blair Witch ;Blair Witch v49+1.46 -FFA;pl.bloober.blairwitch;49;2021-10-15 03:08 UTC;3695
Paranormal Activity - The Lost Soul ;Paranormal Activity - The Lost Soul v28+1.2 -FFA;com.vrwerx.paranormalactivity;28;2021-12-12 02:31 UTC;2716
SlashMates ;SlashMates v1+0.04 -unknown;com.VRight.Slashmates;1;2021-06-05 10:55 UTC;221
Sharecare YOU Anatomy ;Sharecare YOU Anatomy v554+1.62 (554.30041) -FFA;com.sharecare.srl.vr.you;554;2022-05-14 18:48 UTC;2995
Everyday Inclusion ;Everyday Inclusion v20102+2.1.2 -FFA;com.equalreality.everydayinclusion;20102;2022-01-25 01:44 UTC;253
Richie's Plank Experience ;Richie's Plank Experience v216+1.9.1 -FFA;com.ToastVR.RichiesPlankExperience;216;2021-12-02 20:00 UTC;483
Alvo ;Alvo v51+0.51 -FFA;com.Mardonpol.AlvoQuest;51;2022-07-24 10:03 UTC;8694
Interkosmos 2000 ;Interkosmos 2000 v105+1.2 -FFA;com.ovidworks.fallingstar;105;2022-10-29 23:31 UTC;1382
Blockami VR ;Blockami VR v1+0.1 -unknown;com.aardVRk.blockami;1;2021-06-05 13:56 UTC;154
AnatomyPuzzle ;AnatomyPuzzle v12+0.9.3 -QU;com.mgdigital.AnatomyPuzzle;12;2021-10-10 06:04 UTC;110
Skeyefall ;Skeyefall v167+0.30.06 -FFA;com.provisionsports.skeyefallsports;167;2022-10-09 13:16 UTC;733
Dead and Buried II ;Dead and Buried II v3008396+2.0.8396 -QU;com.oculus.dab2;3008396;2021-06-05 07:07 UTC;1567
DvG - Conquering Giants ;DvG - Conquering Giants v39+1.3.4 -FFA;com.Immersive.DvGQ;39;2021-10-12 09:19 UTC;1023
Paranormal Detective - Escape from the 90s ;Paranormal Detective - Escape from the 90s v117+1.17 -FFA;com.LunaBeat.PD90s;117;2022-09-02 08:59 UTC;1590
The American Dream ;The American Dream v136+1.008 -FFA;com.SamuraiPunk.TheAmericanDream;136;2022-07-01 16:55 UTC;1313
Lost Recipes ;Lost Recipes v273175+1.0.1+273175 -FFA;com.SchellGames.LostRecipes;273175;2022-02-19 05:39 UTC;471
Do U Copy ;Do U Copy v19200+1.8.12 -FFA;com.freaks_united_game_studio.vr.do_u_copy;19200;2022-08-30 16:41 UTC;428
BricksVR ;BricksVR v38+0.2.40 -VRP;com.BricksVR.BricksVR;38;2021-08-28 06:05 UTC;78
A Rogue Escape ;A Rogue Escape v104+1.0 -FFA;com.armorgames.nauticrawlVR;104;2021-10-15 02:08 UTC;1083
Espire 2 ;Espire 2 v6055+1.0.31 -FFA;com.DigitalLode.Espire2;6055;2022-11-17 19:39 UTC;6131
BEAT ARENA ;BEAT ARENA v71+1.5.1 -FFA;jp.konami.bvr;71;2021-11-28 19:50 UTC;907
AirHockeyVR ;AirHockeyVR v107+0.0.107 -FFA;com.Default.AirHockeyVR;107;2022-06-12 08:43 UTC;434
WHAT THE BAT ;WHAT THE BAT v221110203+1.0.1 -FFA;net.triband.wtb;221110203;2022-11-18 01:50 UTC;311
Ballooning Adventures ;Ballooning Adventures v5+1.1.2 -QU;com.vector3up.BallooningAdventures;5;2021-06-05 13:46 UTC;108
NerfVR ;NerfVR v25217+1.0.0.25217 -FFA;com.SecretLocation.NerfUltimateChampionship;25217;2022-10-27 19:33 UTC;773
Wings1941 ;Wings1941 v101+101 -FFA;com.ZenzVR.Wings_1941;101;2022-07-01 16:59 UTC;3012
Guns'n'Stories - Bulletproof VR ;Guns'n'Stories - Bulletproof VR v155+1.0 -QU (b);com.MiroWin.OMT;155;2021-06-05 08:32 UTC;930
BartenderVRSymulator ;BartenderVRSymulator v18+1.0 -FFA;com.VRFactory.VRBartenderSymulator;18;2022-07-27 12:42 UTC;1366
CricVRX - Virtual Cricket with Real Talents ;CricVRX - Virtual Cricket with Real Talents v2+1.0.1 -VRP;com.skippyapps.cricvrx;2;2021-08-08 22:49 UTC;101
Custom Home Mapper ;Custom Home Mapper v1+0.1 -FFA;com.curiousvr.customhomemapper;1;2021-12-30 05:44 UTC;362
Spice & Wolf VR ;Spice & Wolf VR v9+1.04 -QU;com.SpicyTails.SaW;9;2021-06-05 11:05 UTC;474
Space Merchants Arena ;Space Merchants Arena v1+1.0 -QU;com.Playito.SpaceMerchantsArena;1;2021-07-15 02:45 UTC;76
Death Lap ;Death Lap v936+9.36 -VRP;com.ozwe.deathlap;936;2021-06-05 07:11 UTC;1617
Lifted ;Lifted v7+1.1.0 -FFA;com.AutonomousUnit.Lifted;7;2021-10-12 09:47 UTC;108
Newtons Cradle ;Newtons Cradle v6+1.5 -FFA;com.CarbonBlip.NewtonsCradle;6;2021-10-12 09:57 UTC;320
LoopSpace ;LoopSpace v11+0.9.3 -QU;com.Chesstar.LoopSpace.Quest;11;2021-06-05 09:02 UTC;209
Wardwell House ;Wardwell House v2+0.3 -ITCH;com.Moolion.WardwellHouse;2;2021-10-12 09:07 UTC;1013
PianoVision ;PianoVision v15+0.1.8 -FFA;com.ZarApps.PianoVision;15;2022-11-26 10:28 UTC;239
Reflex Unit 2 ;Reflex Unit 2 v406+4.3 -FFA;com.robosarugames.reflexunit2Lab;406;2021-10-28 08:41 UTC;507
Horror Nights Story ;Horror Nights Story v11+0.1 -QU;cz.paperbunker.horrornights.quest;11;2021-06-10 22:39 UTC;74
Jentrix ;Jentrix v141+1.0.6.704 -FFA;com.SpheroomLimited.Jentrix;141;2022-07-03 01:42 UTC;658
Racket Nx ;Racket Nx v233+2.8.3 -FFA;com.onehamsa.RNXQ;233;2022-11-19 12:31 UTC;424
Nock ;Nock v168+1.6.3 -FFA;com.normalvr.nock;168;2022-11-11 02:32 UTC;512
Piano VR ;Piano VR v7+0.7 -FFA;com.hybridxreality.PianoVR;7;2022-03-03 06:36 UTC;80
Cave Digger ;Cave Digger v72+2.18 -QU;com.mekiwi.cavedigger;72;2021-06-16 06:21 UTC;317
Vanishing Grace ;Vanishing Grace v34+1.0.3 -QU;com.MontePerdido.VanishingGrace;34;2021-09-18 21:53 UTC;3117
flybye ;flybye v3+1.2 -FFA;com.ElectricityStudios.flybye;3;2022-09-22 23:39 UTC;51
World of Mechs ;World of Mechs v1044+1.0 -FFA;com.Studio369.WorldOfMechs;1044;2022-09-30 23:55 UTC;1958
Baby Hands ;Baby Hands v24+2.3 -FFA;com.ChickenWaffle.BabyHands;24;2022-07-18 22:41 UTC;162
Hammerground - Splat ;Hammerground - Splat v106(1.1.6) -Roman;com.romanshuvalov.hammerground;106;2022-10-09 23:13 UTC;20
Steamliner ;Steamliner v1+1.2.5 -VRP;com.Diamond.Steamliner;1;2021-06-05 11:20 UTC;249
Art Plunge ;Art Plunge v202107012+202107012 -FFA;com.spaceplunge.artplungeoq;202107012;2021-12-22 00:49 UTC;321
Evryway Visualiser ;Evryway Visualiser v170+0.170 -FFA;com.evryway.visualiser.oal;170;2022-07-05 00:41 UTC;83
Audio Trip ;Audio Trip v332+1.0.3398 -FFA;com.KinemotikStudios.AudioTripQuest;332;2022-06-17 15:45 UTC;818
Air Brigade ;Air Brigade v192+1.92 -VRP;com.OnlyHumanStudios.AirBrigadeVR;192;2021-09-08 21:12 UTC;1081
Teleport Scotland ;Teleport Scotland v9+0.9 -FFA;com.teleporthere.scotland;9;2022-06-21 20:20 UTC;9205
Skyworld Kingdom Brawl ;Skyworld Kingdom Brawl v44+1.7.9141 -FFA;com.vertigogames.skyworldbrawl;44;2022-11-04 02:57 UTC;243
Fix it Ralph ;Fix it Ralph v2+2 -FFA;com.OwlStudioGames.FixitRalph;2;2022-08-29 18:15 UTC;359
Lets Create! Pottery VR ;Lets Create! Pottery VR v670+1.12 -QU;com.idreams.potteryvrq;670;2021-06-05 08:57 UTC;200
Larcenauts ;Larcenauts v138540+1.42211 -FFA;com.ImpulseGear.Firestorm;138540;2022-11-06 11:34 UTC;5488
LAXVR ;LAXVR v9+1.161 -FFA;com.DuperStudios.LAXVR;9;2022-07-14 03:06 UTC;349
Bullet Roulette ;Bullet Roulette v4+1.2 -FFA;com.fibrum.bulletroulette;4;2022-04-13 07:42 UTC;248
Teasing Master Takagi-san VR 1st & 2nd Semesters ;Teasing Master Takagi-san VR 1st & 2nd Semesters v34+1.1.1 -VRP;com.Kayac.TakagisanVR;34;2021-09-26 20:58 UTC;1113
Fruit Ninja ;Fruit Ninja v604322+1.7.2.604322 -FFA;com.halfbrick.fruitninjavr;604322;2022-05-10 21:27 UTC;420
Please Don't Touch Anything ;Please Don't Touch Anything v1394+2.2 -FFA;com.ForwardXP.nuke;1394;2022-09-10 19:47 UTC;279
Vertical-EscapeRoom ;Vertical-EscapeRoom v23+0.6.5 -FFA;com.anfuchs.de.VerticalEscapeRoom;23;2022-09-21 23:41 UTC;375
Snowman VR ;Snowman VR v1+0.6.0 -VRP;co.xocus.snowman;1;2021-06-05 10:56 UTC;219
SynthVR ;SynthVR v103+1.1.1 -FFA;com.fortytwotones.synthvr;103;2022-04-19 12:41 UTC;76
SkydiveSim ;SkydiveSim v22+1.2.6 -FFA;com.SkydiveSim;22;2022-08-20 05:15 UTC;1433
Yues VR FPV Drone Simulator ;Yues VR FPV Drone Simulator v10+0.82 -FFA;com.YueBeifong.YuesVRFPVSim;10;2022-05-18 19:41 UTC;264
RUINSMAGUS ;RUINSMAGUS v506+1.0.3 -FFA;com.characterBank.ruinsmagus;506;2022-08-29 22:45 UTC;3165
